name,rating,price,url,description,instruction,country
Ароматический диффузор WALLY 1925  Ambra Nera,-,18 225,https://goldapple.ru/19000196105-ambra-nera,"Превосходный восточный аромат, богато дополненный редкими специями, перенесет вас в мир интригующего и загадочного очарования Востока. Идеально, чтобы подчеркнуть стиль вашего дома.
","Окуните все палочки во флакон; 
для более интенсивного распространения аромата переворачивайте палочки несколько раз в день. Регулировать аромат можно уменьшая или увеличивая число палочек. 
Палочки играют основную роль в интенсивности ароматизации, чем больше палочек, тем аромат насыщеннее. 
Для достижения лучших результатов, флакон не стоит никогда выставлять на прямой солнечный свет или ставить рядом с источниками тепла, так как под его воздействием происходит испарение аромата.",Италия
Парфюмерная вода MIN NEW YORK  MOMENTO,5.0,20 250,https://goldapple.ru/83810100005-momento,"Всё лучшее – вне времени. Аромат MiN NEW YORK Momento возвращает забытые сокровища из прошлого. Столь хорошо знакомые места из детства. Чёрно-белые фотографии. Ощущение любви и счастья. Бергамот, лимон, полынь и альдегиды воскрешают красоту ценных моментов. В сердце приятных воспоминаний – лаванда, роза, жасмин и вербена, в базе аромата – гваяковое дерево, опопанакс и пачули.


",-,Франция
Парфюмерная вода Off-White  Solution no. 4,5.0,6 900,https://goldapple.ru/19000213770-solution-no-4,"SOLUTION No. 4 – современный городской аромат, погружающий в мир гармонии и комфорта. Композиция, свежесть которой контрастирует с теплой древесно-кожаной базой, передает дух и шик уличной моды. 
Город, отраженный в аккорде кожи, уступает силе природы, которую символизируют ноты эвкалипта, лаванды и древесное звучание. Стильно и комфортно. В характере Off-White. 
Парфюмер – Jerome Epinette.
",Только для наружного применения.,Франция
Набор парфюмерный SIGNATURE BY SILLAGE DORIENT  Opal,5.0,15 000,https://goldapple.ru/19000121299-opal,"В изысканный набор входят парфюмерная вода OPAL (100 мл), её миниатюра в тревел-формате (15 мл) и распылитель. 
Аромат SIGNATURE by Sillage d'Orient обладает неповторимым, как окрас и узоры опала, характером. Словно сияние этого необычного камня, оригинальная парфюмерная композиция  OPAL способна будоражить воображение, дарить вдохновение и подчеркивать индивидуальность. 
Опал гармонично объединяет разные оттенки, и так же гармонично в аромате переплетаются нежные цветочные ноты жасмина, иланг-иланга, розы и насыщенный мускус, темная чувственность гелиотропа, чарующая сладость бобов тонка.
",Распылять на кожу с расстояния 20-30 см.,Франция
Набор парфюмерный SIGNATURE BY SILLAGE DORIENT  Onyx,4.7,16 875,https://goldapple.ru/19000121297-onyx,"В изысканный набор входят парфюмерная вода ONYX (100 мл), её миниатюра в тревел-формате (15 мл) и распылитель. 
Парфюмерная композиция SIGNATURE by Sillage d'Orient способна зарядить энергией благодаря бодрящему сочетанию цитрусовых, цветочных и древесных нот. В прошлом оникс был символом преодоления жизненных невзгод. Как и этот камень, аромат ONYX воплощает внутреннюю силу и отлично подходит для тех, кто хочет быть творцом своей судьбы. 
Найти вдохновение для свершений помогает сладость яблока и ананаса, которая идеально сочетается с ягодным аккордом черной смородины, древесным звучанием, шипровой нотой дубового мха и чувственностью амбры и ванили.
",Распылять на кожу с расстояния 20-30 см.,Франция
Парфюмерная вода TUMI  Awaken 08:00 gmt,4.7,7 490,https://goldapple.ru/19000215475,"Парфюмерная вода AWAKEN [08:00 GMT] – это бодрящий и тонизирующий аромат, способный зарядить энергией на весь день. Современная свежая композиция TUMI с фужерными, цитрусовыми и древесными нотами подчеркивает уверенность и открытость миру. 

Добиться пробуждающего, воодушевляющего эффекта помогают ноты цитрусов, кориандра, кипариса, мускатного шалфея и еловых иголок. Идеальный выбор для гражданина мира, чья динамичная жизнь связана с точностью среднего времени по Гринвичу.
",Только для наружного применения.,США
Парфюмерная вода State Of Mind  Spontaneous Generosity,5.0,16 269,https://goldapple.ru/19000238659-spontaneous-generosity,"Обволакивающий Spontaneous Generosity отражает скромность и поиск истинного счастья, светлого, словно встреча с ангелом-хранителем. 
В звучании этого восточного гурманского аромата слышны роза, инжир, чёрный чай ассам, бензоин, перуанский бальзам и сандал. Ярко выделяются кумарин, бобы тонка и карамель. 
Мягкий аромат напоминает об удовольствии спонтанной щедрости. 
",Только для наружного применения.,Франция
Ароматический диффузор WALLY 1925  Agrumi di Boboli,4.0,6 687,https://goldapple.ru/19000196101-agrumi-di-boboli,"Этот аромат посвящен оранжерее лимонных деревьев Садов Боболи во Флоренции, где Великий герцог Тосканы Козимо III Медичи положил начало самой большой коллекции цитрусовых эпохи Возрождения. Парфюмерам удалось удивительно гармонично сочетать цитрусовые ноты в один свежий и небанальный аккорд.
","Окуните все палочки во флакон; 
для более интенсивного распространения аромата переворачивайте палочки несколько раз в день. Регулировать аромат можно уменьшая или увеличивая число палочек. 
Палочки играют основную роль в интенсивности ароматизации, чем больше палочек, тем аромат насыщеннее. 
Для достижения лучших результатов, флакон не стоит никогда выставлять на прямой солнечный свет или ставить рядом с источниками тепла, так как под его воздействием происходит испарение аромата.",Италия
Парфюмерная вода L'atelier parfum  EXQUISE TENTATION,4.9,4 251,https://goldapple.ru/19000009352-exquise-tentation,"Чувственный, притягательный и сладкий аромат EXQUISE TENTATION от L’ATELIER PARFUM приглашает в путешествие, которое начинается с ярких нот черной смородины, розового перца и бергамота. Гурманская нота ванили, миндаль и пралине погружают в приятную сладость, перед которой невозможно устоять. Шипровый аккорд, в котором гармонично звучат пачули, и цветочные ноты розы, ириса, фрезии и ландыша придают элегантность чувственной композиции, способной вызвать зависимость. Парфюмер – Dorothee Piot.
 
Верхние ноты: черная смородина, розовый перец, бергамот  
 
Ноты сердца: роза, ирис, фрезия, ландыш  
 
Базовые ноты: пралине, пачули, мускус, миндаль, ваниль  

",-,Франция
Парфюмерная вода J.U.S Joyau Unique & Sensoriel  Sensoriel Superfusion,4.5,7 850,https://goldapple.ru/19000153558-sensoriel-superfusion,"Чистый, переливающийся аромат J.U.S окутывает мягким облаком комфорта. Нежное прикосновение белого мускуса сменяется оригинальным звучанием засахаренного миндаля и пьянящей нотой бессмертника. Многогранная композиция меняется, словно хамелеон, и раскрывает разные грани: сливочную, цветочную, древесную и другие. 
В один момент  аромат кажется деликатным и сладким, в другой – смелым и дерзким. Многоликая композиция, построенная на контрасте холодных и горячих аккордов, неизменно производит впечатление. Классификация аромата: амбровый, мускусный. Парфюмер – Céline Ellena.

",Для наружного применения.,Франция
Парфюмерная вода TUMI  Atlas 00:00 gmt,-,5 530,https://goldapple.ru/19000215486,"Изысканный, насыщенный и смелый аромат ""ATLAS [00:00 GMT]"" окутывает завораживающей свежестью. Звучание начинается с нот итальянского бергамота и кардамона, смягченных тонкой древесно-амбровой сладостью. 

Охлаждающий эффект усиливают герань и имбирь, которые сочетаются с лабданумом в сердце аромата. Базовые ноты ветивера и индийского сандала придают шлейфу мягкость и чувственность. Парфюмерная вода TUMI, созданная из ингредиентов высочайшего качества, отражает дух человека, который сам уверенно и решительно выбирает свою судьбу. 
",Только для наружного применения.,США
Парфюмерная вода Rose et Marius  Une escale dans les calanques,4.5,6 810,https://goldapple.ru/19000173782-une-escale-dans-les-calanques,"Прикоснитесь к искусству жизни на Юге Франции с уникальными композициями из Грасса. Песнь цикад, летний зной и кристально чистая вода в бухте. Парфюмерная вода Une escale dans les calanques приглашает сделать остановку в бухте и забыть обо всем. 
Солнечная и бодрящая волна цитрусов оставляет после себя ощущение счастья. Йод, напоминающий морские брызги, усиливает звучание. Теплый песок смешивается с древесными нотами и акцент в виде бессмертника.
",Распылите на кожу на расстоянии 20-30 см.,Франция
Ароматический диффузор Culti Milano  Stile Classic Mediterranea,-,15 656,https://goldapple.ru/19000182829-stile-classic-mediterranea,"Стеклянный диффузор с этикеткой цвета слоновой кости и крышкой из натурального клёна. Эстетический характер линии CULTI STILE наполнен  чистотой и элегантностью. Аромат Средиземноморья, свежий, с пикантной нотой имбиря, лимона и кедра. 
Для помещения до 20 кв. м, время испарения 4-5 месяца. ",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Италия
Парфюмерная вода THOMAS KOSMALA  № 4 Après l'Amour,4.5,16 927,https://goldapple.ru/28330100005-no-4-apres-l-amour,"Утонченный, многогранный аромат THOMAS KOSMALA отражает чувственный момент прикосновения кожи к коже. Парфюмерная композиция, таящая в своем сердце специи, воплощает томное настроение и энергию любви. Горький апельсин и лимонная цедра создают сияние верхних нот и постепенно остывают до базовых нот мускуса, амбры и сухого древесного аккорда.
",-,Франция
Парфюмерная вода Ynepsie  AMBRE MAGNETIC,4.8,2 800,https://goldapple.ru/19000178409-ambre-magnetic,"Восточный амбровый аромат Ynepsie с древесными и пряными гранями – парфюмерное воплощение мужской чувственности. Гипнотическая и таинственная парфюмерная композиция встречает свежестью цитрусовых нот грейпфрута и бергамота, дополненных бодрящей нотой кардамона. В согревающем и теплом сердце аромата тонкая сладость мёда смягчает обжигающий дуэт специй и амбры. Насыщенный кедр и элегантный кожаный аккорд делают композицию ещё более мужественной и интенсивной.
 
",Только для наружного применения.,Франция
Парфюмерная вода Le persona  LP02,4.3,1 800,https://goldapple.ru/19000212086-lp02,"LE PERSONA — раскройте в себе новую личность.
LP02 — маска душевного исцеления, украшенная пышными павлиньими перьями. Вы мгновенно переноситесь на пляжный фестиваль и наслаждаетесь временем с близкими. Бесконечный сверкающий океан и звуки смеха освежают ваш разум.
",Распылять на кожу.,Республика Корея
Парфюмерная вода Ynepsie  CHYPRE COSMIC,5.0,2 800,https://goldapple.ru/19000178403-chypre-cosmic,"В основе возвышенного, неземного аромата Ynepsie – насыщенный шипровый аккорд с необычным обрамлением из цветочных нот гиацинта, жасмина и пиона. Открывает парфюмерную композицию искрящаяся свежесть груши «Наши» в сочетании с экзотической карамболой, также известной как «звездный фрукт». Необычный, словно с другой планеты, шипр смягчают древесно-мускусные базовые ноты. 
",Только для наружного применения.,Франция
Туалетная вода CHOPARD  Magnolia bouquet,4.6,9 999,https://goldapple.ru/19000191526-magnolia-bouquet,"Изысканный аромат из коллекции HAPPY CHOPARD – источник хорошего настроения и позитивных эмоций. 
Нежный и успокаивающий цветочный эликсир, построенный вокруг деликатной ноты китайской магнолии и мягкого очарования османтуса, вызывает легкую улыбку и окружает цветочной чувственностью. 
Ноты сычуаньского перца и терпко-сладкой даваны настраивают на расслабление и отдых, окутывая ощущением комфорта. 

",Только для наружного применения.,Италия
Подарочный набор TUMI  Unwind 20:00 gmt,-,9 128,https://goldapple.ru/19000215481,"В набор входят парфюмерная вода TUMI ""UNWIND [20:00 GMT]"" (100 мл), парфюмерная вода TUMI ""UNWIND [20:00 GMT]"" (30 мл) в объёме, удобном для путешествий, и парфюмированный гель для душа TUMI ""UNWIND [20:00 GMT]"" (200 мл), который очищает кожу тела и оставляет теплый, расслабляющий аромат.
Чувственная парфюмерная композиция помогает настроиться на отдых после насыщенного, долгого дня и погрузиться в интригующую вечернюю атмосферу. Расслабляющий аромат, стартующий с яркого звучания лимона и имбиря, смягчается и раскрывает ноты шалфея, лаванды и герани. Благородные базовые ноты уда, сандала и ветивера окутывают теплом и заряжают уверенностью.
","Только для наружного применения. Нанесите гель для душа на влажную кожу тела, распределите массирующими движениями, затем смойте водой. Парфюмерную воду наносите на точки пульсации.",США
Спрей для дома PAYOT  HERBIER,3.0,2 275,https://goldapple.ru/19000147840-herbier,"Спрей для дома PAYOT помогает наполнить комнаты приятным ароматом с цветочными и древесными нотами и создать атмосферу уюта, гармонии, спокойствия и расслабления. 
",Распылите средство в помещении.,Франция
Туалетная вода ICEBERG  CHANGE THE FLOW,4.6,2 125,https://goldapple.ru/19000127066-change-the-flow,"Туалетная вода CHANGE THE FLOW от ICEBERG – это смелый мужской аромат для бунтарей и для тех, кто готов нарушать принятые правила и устанавливать свои собственные. Композиция переливается от свежих и пряных верхних нот горького апельсина, шафрана и имбиря к насыщенной землисто-древесной базе, объединившей сандал, кедр и амбру. Чувственный и дерзкий характер аромата ярко выражен в его сердце, где громко заявляют о себе кожаный аккорд и нота табачных листьев. Этот свежий и бодрящий аромат воспевает поток перемен и подходит для тех, кто хочет жить полной жизнью.

",только для наружного применения,Италия
Парфюмерная вода Missoni  Eau de Parfum,4.4,7 110,https://goldapple.ru/82860100003-eau-de-parfum,"Парфюмерная вода Missoni Eau de Parfum — изысканный предмет роскоши известного итальянского бренда. Олицетворением этого аромата стала женщина — женственная, очаровательная и чувственная! Она с особым шиком носит Missoni, излучая неимоверную энергию и уверенность в себе. Оригинальный флакон этой парфюмерной воды выполнен из стекла, в очень красивом переливающемся дизайне. Встречает аромат нотами бергамота и дикой груши, немного лимона и цитрона. Продолжает чарующий своей нежностью магония и аккорд ""Петалии"". А завершает композицию Eau de Parfum сандал, бобы тонка и амброксан. Очаруйте окружающих своей женственностью и невероятной жаждой к жизни!",-,Италия
духи масляные OJAR   Ciel D'Orage Absolute,-,13 068,https://goldapple.ru/19000059077-ciel-d-orage-absolute,"Грозовое небо.
Дымный уд, подчеркнутый гваяковой древесиной и замшей. Абсолю – это концентрированный экстракт драгоценных натуральных компонентов. Достаточно всего нескольких капель, чтобы аромат держался в течение всего дня. Абсолю можно наносить разными способами с помощью инновационной двойной крышки, в которую встроены стеклянный аппликатор и ролик. Чтобы использовать ролик, открутите верхнюю часть крышки. Переверните флакон и круговыми движениями нанесите тонкий слой аромата. Для более насыщенного эффекта открутите нижнюю часть крышки и нанесите масло с помощью стеклянного аппликатора.",-,Франция
Туалетная вода ICEBERG  TWICE FEMME,4.7,860,https://goldapple.ru/19000061653-twice-for-her,"Туалетная вода ICEBERG TWICE для женщин – это цветочный акватический аромат с прозрачным и чистым цветочным аккордом и пудровыми базовыми нотами. Свежая и нежная композиция встречает гармонией альдегидов, фрезии, сладкого персика, ландыша и бергамота. В сердце аромата – пышный цветочный букет с цикламеном, гарденией, фиалкой, орхидеей, жасмином, розой и корнем ириса. Пудровая нота корня ириса ведет к тёплой и чувственной базе композиции, в которой сочетаются мёд, сандал, амбра, мускус и кедр.
Парфюмер – Sophie Labbé.

",только для наружного применения,Италия
Парфюмерная вода VERSACE ATELIER   ATELIER VERSACE GINGEMBRE PETILLANT,4.8,24 585,https://goldapple.ru/19000011565-atelier-versace-gingembre-petillant,"Искрящаяся и чувственная композиция GINGEMBRE PETILLANT из коллекции ATELIER VERSACE построена на ярких контрастах. Насыщенное звучание лаосского красного имбиря и корицы смягчают нежные ноты белых цветов. Пряную мускусную композицию дополняет сладкий аккорд пралине, окутанный теплой дымкой ванили. На создание композиции вдохновила традиционная ближневосточная парфюмерия, её тонкости и уникальный характер. Парфюмер – Хорди Фернандез. 
 
Основные ноты: красный имбирь, корица 

Классификация аромата: пряный мускусный 

",-,Италия
Набор парфюмерный THE WOODS COLLECTION  Dusk,4.8,10 881,https://goldapple.ru/19000121290-dusk,"Когда солнце делегирует свои обязанности луне во время их ежедневного свидания, захватывающий переход от яркой светящейся ауры к теплой и тусклой атмосфере охватывает леса, затаившие дыхание в момент покоя. Dusk начинает свое путешествие с фруктового свежего чарующего яблока, смешанного с бергамотом и мандарином, а затем взрывается среднецветочным ощущением фиалок, жасмина и яркой герани. 
Последние осколки раскрепощенного дневного времени зовут вас в DUSK из Natural by The Woods Collection.

Состав набор: 100ml+5ml. Флакон 5 ml пустой.",-,Франция
Парфюмерная вода THOMAS KOSMALA  №4 Candy,4.6,20 313,https://goldapple.ru/19000191524-no4-candy,"Сочная, фруктовая, веселая! Парфюмерная вода THOMAS KOSMALA PARIS олицетворяет единство игривости и утончённости. 
Яркая композиция переосмысляет сладкую грань оригинального аромата No.4 Après l’Amour: в новой игривой версии верхние ноты красных фруктов и вишни предваряют выход нежных цветочных нот тиаре и малины, придающих чарующую легкость сердцу композиции. 
Изысканную сладость усиливают карамель, мягкий аккорд сахарной ваты и чувственная ваниль. 
Сохраняя энергию и эффектность оригинальной формулы № 4, композиция помогает раскрыть её озорную сторону и гарантированно привлекает внимание.
",Распылять на кожу с расстояния 20-30 см.,Франция
Набор парфюмерный SIGNATURE BY SILLAGE DORIENT  Diamond,5.0,15 000,https://goldapple.ru/19000121298-diamond,"В изысканный набор входят парфюмерная вода DIAMOND (100 мл), её миниатюра в тревел-формате (15 мл) и распылитель. 
Древние греки верили, что алмазы – это осколки звезд, упавшие с неба, в древней Индии алмазам приписывали способность защищать от зла, а римляне первыми начали использовать их как символ вечной любви. Композиция DIAMOND, названная в честь этих драгоценных камней, стала парфюмерным воплощением соблазна, ведь алмазы веками обольщали людей и продолжают очаровывать нас по сей день. 
Притягательная сила аромата SIGNATURE by Sillage d'Orient кроется в ярком сочетании чувственной ноты арабской амбры, таинственного ладана и благородного, ценного уда с его темным очарованием.
",Распылять на кожу с расстояния 20-30 см.,Франция
Парфюмерная вода Affinessence  VANILLE-BENJOIN,-,10 783,https://goldapple.ru/19000225177-vanille-benjoin,"В аромате AFFINESSENCE из коллекции Notes de Fond (или Base Notes collection) встретились два вида ванили: абсолю таитянской ванили, в звучании которой проявляются намеки на ноту кожи, а абсолю мадагаскарской ванили с чарующей сладостью. 

К уникальному союзу присоединяется аккорд сиамского бензоина, приятно удивляющий бальзамическими и миндальными гранями. Вместе бензоин и ваниль создают завораживающий и пьянящий шлейф. В то же время бобы тонка, амброксан и кедр усиливают соблазнительную, чувственною сторону аромата. 

Парфюмеры – Corinne Cachen и Sophie Bruneau.",Только для наружного применения.,Франция
Туалетная вода John Varvatos  Artisan,4.4,5 632,https://goldapple.ru/26300600002-artisan,"ARTISAN - мужественный, современный и очень личный подход к теме цитрусовых, ведь John Varvatos пристально следил за каждым этапом создания этой композиции. Аромат превзошел все ожидания: идеальное сочетание классических цитрусовых и травяных нот. Композиция относится к семейству древесно-цитрусовых.
ARTISAN открывается «электрическим взрывом» цитрусовых: сицилийские клементины смешиваются с сочными танжело из Флориды, добавляя искр праздничному аромату мексиканских зимних мандаринов. Цитрусовые мастерски дополнены тонизирующими и успокаивающими травяными акцентами дикого тимьяна, душицы из Испании и греческого лавандина. В сердце композиции искусно сочетаются солнечные цветочные ноты североафриканских апельсиновых цветов и индийской муррайи, никогда прежде не использовавшейся при производстве мужских ароматов. Мужественности композиции придает неожиданное трио имбиря. Раскрывают древесную сторону ARTISAN ноты кефалиса, амбры и мускуса.
Непринужденный повседневный аромат на каждый день.",-,США
Свеча ароматическая Secrete candles  Tangerine-cinnamon,3.0,2 707,https://goldapple.ru/19000089347-tangerine-cinnamon,"Свечи secrete candles сделаны из натурального соевого воска и премиальных ароматизаторов, что позволяет наслаждаться горением без вреда для здоровья и природы. Сочетание цитрусовых и пряных нот в аромате мандарин-корица бодрит и поднимает настроение.","Зажгите свечу и дождитесь, пока воск расплавится до краев. Не жгите свечу более 3 часов за раз, не оставляйте без присмотра. Перед каждым применением подрезайте фитиль до 3-5мм.",Россия
Парфюмерная вода VERSACE ATELIER   ATELIER SANTAL BOISE,4.8,24 585,https://goldapple.ru/19760327535-atelier-santal-boise,"В центре древесной, молочной и бальзамической композиции SANTAL BOISE – сандал с острова Шри-Ланка. Этот компонент делает аромат завершённым, пробуждает чувственность и в то же время дарит уверенность и стойкость. В паре с ним выступает цветущая трава киприол, которая добавляет характерный древесно-дымчатый акцент с оттенками уда и формирует изысканный и утонченный характер композиции ATELIER VERSACE. Теплое и волнующее сочетание украшают роскошный амбровый аккорд и шафран. Парфюмер – Кристоф Рейно.  

Ключевые ноты: сандаловое дерево, киприол  
 

",-,Италия
"Парфюмерная вода с клатчем Kilian Paris  Love, don't be shy",5.0,32 100,https://goldapple.ru/19000222817-love-don-t-be-shy,"Источники вдохновения Килиана Хеннеси. Волнующий и незабываемый аромат Love, don’t be shy мгновенно покорит вас нежным звучанием абсолюта цветов апельсина.

Аромат. Невинные, словно первая любовь, зеленые оттенки жимолости и бархатистой розы сливаются в нежном танце со сладкими аккордами маршмеллоу. Теплые ноты амбры придают композиции чувственный характер и вселяют надежду на скорую встречу с родственной душой.

Love, don’t be shy принадлежит к категории соблазняющих ароматов. Каждый пополняемый флакон KILIAN PARIS — это произведение искусства высочайшего качества, созданное с особым вниманием к деталям. Флаконы соблазняющих ароматов покрыты белым лаком и украшены гравировкой с изображением щита Ахиллеса. Как говорит Килиан Хеннесси: «Аромат — это не только оружие соблазнения, но и ваша защита». Золотистая металлическая пластина, на которой вручную выгравировано название аромата, делает флакон еще более утонченным.

Флакон идет в комплекте со шкатулкой.

Внимание к деталям является гарантией роскоши бренда KILIAN PARIS, а как известно, настоящая роскошь не эфемерна — она длится всю жизнь. Именно поэтому флакон этого неповторимого аромата предполагает многоразовое использование.","Нанесите аромат на запястья, шею и точки пульса на очищенную и увлажненную кожу, чтобы он раскрылся от тепла тела и остался с вами до самого вечера. Не растирайте.",Франция
Парфюмерная вода Bvlgari  MAN GLACIAL ESSENCE,4.7,5 910,https://goldapple.ru/19760319039-man-glacial-essence,"Освежающий и чувственный аромат BVLGARI MAN GLACIAL ESSENCE отражает лёгкость, чистоту и природную силу воздуха. Древесно-фужерная композиция из коллекции BVLGARI MAN, посвященной магии природных элементов и власти стихий, дарит заряд свежести, смело играет с контрастами и передаёт необузданную красоту заледенелых горных вершин. Охлаждающий аромат с нотами можжевельника, сандала и аккорда Clearwood® подчеркивает безудержную мужественность тех, кто постоянно стремится к величию духа. 

Ключевые ноты: ягоды можжевельника, австралийский сандал, аккорд Clearwood®

",-,Италия
Парфюмерная вода Givenchy   L’Interdit Rouge Ultime,5.0,16 420,https://goldapple.ru/19000196621-l-interdit-rouge-ultime,"Женская парфюмерная вода L’Interdit Rouge Ultime – яркая и чувственная вариация легендарного аромата L’interdit, бросающая вызов условностям.

Базовым компонентом композиции является цветок апельсина – визитная карточка ароматов L’interdit. Пленительные ноты скорлупы плодов какао и туберозы добавляют теплое звучание, а элегантный амброксан придает современный оттенок интенсивному древесному аккорду пачули и ветивера. 

Монохромный дизайн флакона, выполненный в алом цвете, в полной мере передает яркий характер аромата.","Небольшое количество нанести на тело, избегая попадания в глаза",Франция
Парфюмерная вода Frederic Malle  Synthetic Jungle,5.0,31 000,https://goldapple.ru/19000014612-synthetic-jungle,"Замысел Synthetic Jungle - создать образ пышной зеленой природы, способной сливаться воедино с кожей. Идеальная симбиотическая природа, напоминающая потерянный рай.
Композиция Synthetic Jungle отражает стремление идеализировать природу с помощью современной композиции. Фредерик Маль убежден, что на 100% натуральные ингредиенты рискуют звучать какофонично, а добавление синтетических компонентов позволяет получить аромат, идеально передающий историю, которая лежит в основе каждого творения. Именно поэтому синтетический компонент, напоминающий по звучанию Гиацинт, был добавлен к зеленому аккорду для получения идеального слияния с цветочными нотами ландыша, жасмина и иланг-иланга. Дубовый мох и пачули выступают в качестве основы, а дерзкий аромат базилика усиливает это ощущение современности.
Из этой искусной алхимии возникает Synthetic Jungle , одновременно искрящийся и таинственный, переносящий нас в яркие джунгли, но в то же время темные и непроницаемые.","Нанесите аромат на запястья, шею и точки пульса, чтобы он раскрылся от тепла тела и остался с вами до самого вечера.",Франция
Парфюмерная вода L'atelier parfum  Salty wood,4.3,2 691,https://goldapple.ru/19000186479-salty-wood,"Вдохновляющий аромат L’ATELIER PARFUM, посвященный красоте и силе природы, дарит чувство освобождения и безмятежности. Аккорд свежего морского воздуха и морской соли гармонирует с нотами дуба, кедра и секвойи, воплощая натуральный аромат древесины, омытой волнами. 
Нота цейлонского чая добавляет аромату мягкость и делает его более теплым, комфортным и нежным. 
Парфюмер – Serge de Oliveira. 
",Только для наружного применения.,Франция
Диффузор IMMERSE  ODYSSEY,-,2 617,https://goldapple.ru/19000152493-odyssey,"Аромат ODYSSEY вдохновлён дальними странствиями, историями мореплавателей и искателей приключений. Насыщенный аромат цейлонского дерева с нотками лайма и имбиря поможет успокоить ум и сосредоточиться на главном – поиске гармонии с собой. В стремительном калейдоскопе событий иногда непросто разглядеть то, что по-настоящему важно. Аромат подойдёт для создания умиротворённой атмосферы, для духовных практик и для спокойных вечеров наедине с собой.","Что бы начать использование диффузора, необходимо открыть крышку и вставить в ёмкость фибровые палочки, которые прилагаются в комплекте;
Регулируйте интенсивность аромата с помощью фибровых палочек: используйте от 1 до 6 палочек и не забывайте переворачивать их раз в 2-3 недели;
Диффузор должен находиться на открытом месте в хорошо проветриваемом помещении;
Диффузор следует хранить вдали от прямых солнечных лучей и источников тепла;
При правильном использовании диффузор прослужит вам от 2 до 4 месяцев в зависимости от объёма. 50 мл- 2-3 месяца / 100 мл - 3-4 месяца;
Не оставляйте диффузор в пределах досягаемости детей и домашних животных.",Россия
